,feature_1,feature_2,label
0,2.5064695337333625,3.4935304662666375,0.0
1,3.0823420811415128,2.9176579188584872,0.0
2,3.194333308666494,3.1943333086664936,0.0
3,3.3739061887681956,2.6260938112318044,0.0
4,3.1929116184853994,2.8070883815146006,0.0
5,3.000881681491636,2.999118318508364,0.0
6,3.278676022422998,3.2786760224229976,0.0
7,3.288974267363277,2.711025732636723,0.0
8,2.669000889713987,3.330999110286013,0.0
9,2.948200573064484,2.948200573064484,0.0
10,2.7202130735192593,2.7202130735192593,0.0
11,3.2275101022971002,3.2275101022971002,0.0
12,2.7252681825518272,3.2747318174481728,0.0
13,3.3661620991202392,3.3661620991202392,0.0
14,2.929708225905137,3.070291774094863,0.0
15,2.705926989477663,2.705926989477663,0.0
16,3.049689084903045,2.950310915096955,0.0
17,2.6738510249712153,3.3261489750287847,0.0
18,3.1092457139164447,2.8907542860835553,0.0
19,2.78784565464315,2.7878456546431494,0.0
20,2.624877807332116,3.375122192667884,0.0
21,2.943051219857473,2.943051219857473,0.0
22,2.6691591872255853,3.3308408127744147,0.0
23,2.903517079874831,3.096482920125169,0.0
24,3.00765912804302,2.99234087195698,0.0
25,2.6570992777723785,2.657099277772378,0.0
26,2.704748260638853,2.704748260638853,0.0
27,2.820666991445551,3.179333008554449,0.0
28,2.63728111104757,3.36271888895243,0.0
29,2.976822127449355,3.023177872550645,0.0
30,3.3024900754421993,2.6975099245578007,0.0
31,3.364867343485689,3.364867343485689,0.0
32,2.89976960340875,3.10023039659125,0.0
33,3.2483005659654185,2.7516994340345815,0.0
34,2.8890675107329087,3.1109324892670913,0.0
35,2.537478720874926,3.462521279125074,0.0
36,3.1082425329974175,3.1082425329974175,0.0
37,3.09622756977135,2.90377243022865,0.0
38,2.839250501321608,3.160749498678392,0.0
39,3.2475353272400427,2.7524646727599573,0.0
40,2.8618025958800453,3.1381974041199547,0.0
41,3.433551327191024,2.566448672808976,0.0
42,2.8730075073872716,3.1269924926127284,0.0
43,3.2888849324351597,2.7111150675648403,0.0
44,2.9892214482798507,3.0107785517201493,0.0
45,3.4270171838839243,2.5729828161160757,0.0
46,2.9932944890467983,3.0067055109532017,0.0
47,2.9174940519449564,3.0825059480550436,0.0
48,3.1448267584380813,2.8551732415619187,0.0
49,2.7008855821521607,2.7008855821521607,0.0
50,3.2224602674804412,3.2224602674804412,0.0
51,2.9027364088387593,2.9027364088387593,0.0
52,2.935534104483466,2.935534104483466,0.0
53,3.436756200841657,3.436756200841657,0.0
54,2.8849190641263194,3.1150809358736806,0.0
55,3.1067853143959137,2.8932146856040863,0.0
56,3.242803222682059,2.757196777317941,0.0
57,3.1399222567217215,2.8600777432782785,0.0
58,2.8614893770009258,3.1385106229990742,0.0
59,3.4717778108889723,2.5282221891110277,0.0
60,2.5891786798145136,3.4108213201854864,0.0
61,2.616417399022342,2.6164173990223425,0.0
62,3.3759802273907695,2.6240197726092305,0.0
63,3.13613542536031,2.86386457463969,0.0
64,3.0537192125426174,2.9462807874573826,0.0
65,3.070364657896341,2.929635342103659,0.0
66,2.552800440342425,2.552800440342425,0.0
67,3.1414813616246478,3.1414813616246473,0.0
68,2.808359921573834,2.8083599215738335,0.0
69,2.545048336983152,3.454951663016848,0.0
70,3.233216313979545,2.766783686020455,0.0
71,2.500259525362483,3.499740474637517,0.0
72,3.1883226147942594,2.8116773852057406,0.0
73,3.368422411143003,2.631577588856997,0.0
74,3.315082397925514,2.684917602074486,0.0
75,3.098085967905447,2.901914032094553,0.0
76,3.1303363130409876,3.1303363130409876,0.0
77,3.2695650162176406,3.2695650162176406,0.0
78,3.220631416884017,3.220631416884017,0.0
79,3.241642394552448,3.241642394552448,0.0
80,3.319190500946908,2.680809499053092,0.0
81,3.294940582455102,2.705059417544898,0.0
82,2.9952559232804195,3.0047440767195805,0.0
83,2.9625636409910783,3.0374363590089217,0.0
84,2.971057293634396,3.028942706365604,0.0
85,3.153363750539201,2.846636249460799,0.0
86,3.4194172760279886,2.5805827239720114,0.0
87,3.132748392016773,3.132748392016773,0.0
88,3.277063887944075,2.722936112055925,0.0
89,3.459773069906825,3.4597730699068254,0.0
90,3.2012365309666304,3.2012365309666304,0.0
91,2.9120261663519025,3.0879738336480975,0.0
92,2.7790599641197087,2.7790599641197087,0.0
93,2.9614233026719328,3.0385766973280672,0.0
94,3.435819317350423,2.564180682649577,0.0
95,3.3779488324891616,3.377948832489162,0.0
96,2.8404534414889975,3.1595465585110025,0.0
97,3.096364471507307,2.903635528492693,0.0
98,3.1563091816973867,2.8436908183026133,0.0
99,2.8085662799403432,3.1914337200596568,0.0
100,3.3546850111695976,3.3546850111695976,0.0
101,3.0739571936789827,2.9260428063210173,0.0
102,3.443096590072934,2.556903409927066,0.0
103,3.311669139764094,2.688330860235906,0.0
104,2.843732700303533,2.8437327003035335,0.0
105,2.881434424056229,3.118565575943771,0.0
106,2.5342690523489546,2.5342690523489546,0.0
107,3.4831911184351534,2.5168088815648466,0.0
108,2.981791884368078,2.9817918843680786,0.0
109,2.628147771204713,3.371852228795287,0.0
110,2.693831420323125,3.306168579676875,0.0
111,2.966886118228302,2.9668861182283024,0.0
112,2.8801071639352314,3.1198928360647686,0.0
113,3.053770440861683,2.946229559138317,0.0
114,3.1024397422732823,2.8975602577267177,0.0
115,2.7486003788733107,3.2513996211266893,0.0
116,3.1418853602821915,2.8581146397178085,0.0
117,3.0679815869235325,2.9320184130764675,0.0
118,2.66641249293324,3.33358750706676,0.0
119,3.3237874285298794,3.3237874285298794,0.0
120,2.9762737616050483,3.0237262383949517,0.0
121,3.1764479960623375,2.8235520039376625,0.0
122,3.008156352858328,2.991843647141672,0.0
123,3.289944158649886,2.710055841350114,0.0
124,2.8306790831640294,3.1693209168359706,0.0
125,2.7118434622372876,2.7118434622372876,0.0
126,3.1012643593663665,2.8987356406336335,0.0
127,3.19413186867987,2.80586813132013,0.0
128,2.799764302349443,2.799764302349443,0.0
129,3.323068640093078,2.676931359906922,0.0
130,3.0357838553195644,2.9642161446804356,0.0
131,3.0860859377588334,2.9139140622411666,0.0
132,2.856850268383621,3.143149731616379,0.0
133,2.7269438901156686,3.2730561098843314,0.0
134,3.4371494401380946,3.4371494401380946,0.0
135,2.6712129942656153,3.3287870057343847,0.0
136,3.0937205614746293,2.9062794385253707,0.0
137,3.3906696350899947,2.6093303649100053,0.0
138,2.8679521445918073,3.1320478554081927,0.0
139,3.015962959260372,3.0159629592603725,0.0
140,2.8285249978681892,2.8285249978681897,0.0
141,3.26700512912784,3.26700512912784,0.0
142,3.3693584892262263,2.6306415107737737,0.0
143,3.3027338526490597,3.3027338526490597,0.0
144,2.688479596105106,3.311520403894894,0.0
145,3.3734972623728465,3.3734972623728465,0.0
146,3.303586466354366,2.696413533645634,0.0
147,3.4480848114420666,3.448084811442067,0.0
148,2.7480226186736587,3.2519773813263413,0.0
149,3.4813595319100035,2.5186404680899965,0.0
150,3.409206219438725,2.590793780561275,0.0
151,3.1847776365583886,2.8152223634416114,0.0
152,3.2821132458051423,3.2821132458051423,0.0
