,feature_1,feature_2,label
0,3.266799219279756,3.266799219279756,0.0
1,3.104821230995804,3.104821230995804,0.0
2,3.277766255207731,2.722233744792269,0.0
3,3.1404557286158994,3.1404557286158994,0.0
4,3.2610470152943867,2.7389529847056133,0.0
5,2.620623177296491,3.379376822703509,0.0
6,2.588594578306944,3.411405421693056,0.0
7,2.5695170681008155,3.4304829318991845,0.0
8,2.8489403933108903,3.1510596066891097,0.0
9,3.2742876670230103,2.7257123329769897,0.0
10,3.4462344555117506,2.5537655444882494,0.0
11,2.5338781181401013,3.4661218818598987,0.0
12,2.82621415571916,3.17378584428084,0.0
13,2.899351046858154,3.100648953141846,0.0
14,2.9470825939036054,2.9470825939036054,0.0
15,3.3712646873614824,2.6287353126385176,0.0
16,2.87510658627391,2.87510658627391,0.0
17,3.4091389494148037,2.5908610505851963,0.0
18,2.715359003191595,3.284640996808405,0.0
19,3.4912759129450004,3.4912759129450004,0.0
20,2.677195544048633,2.677195544048633,0.0
21,2.518952903105075,3.481047096894925,0.0
22,3.0994529645735325,3.0994529645735325,0.0
23,3.11438320047273,2.88561679952727,0.0
24,3.0738817254502093,2.9261182745497907,0.0
25,3.4970075300613153,3.4970075300613157,0.0
26,3.0404987088382085,2.9595012911617915,0.0
27,3.338513973323053,2.661486026676947,0.0
28,3.16135073603256,3.16135073603256,0.0
29,2.9787255350520643,3.0212744649479357,0.0
30,3.3959439605843005,3.395943960584301,0.0
31,2.9116755067112474,3.0883244932887526,0.0
32,3.2602470302177617,2.7397529697822383,0.0
33,2.6439170973257995,3.3560829026742005,0.0
34,3.4785393672968676,2.5214606327031324,0.0
35,2.529412822557553,3.470587177442447,0.0
36,2.5912469819007624,3.4087530180992376,0.0
37,2.8930881851488195,3.1069118148511805,0.0
38,2.570814807318192,2.5708148073181913,0.0
39,2.744565880345979,3.255434119654021,0.0
40,3.228631977661375,3.228631977661375,0.0
41,3.1147794221277296,3.1147794221277296,0.0
42,3.2125462493208765,2.7874537506791235,0.0
43,3.4328209063441713,2.5671790936558287,0.0
44,2.5203794573900433,2.5203794573900433,0.0
45,2.599786300627433,2.599786300627433,0.0
46,2.7214365727569176,3.2785634272430824,0.0
47,2.75873428299231,3.24126571700769,0.0
48,3.3517226936167797,3.3517226936167797,0.0
49,2.6449419283941493,2.6449419283941493,0.0
50,3.013976182248345,2.986023817751655,0.0
51,3.3585155193329936,2.6414844806670064,0.0
52,3.0406557206470497,2.9593442793529503,0.0
53,3.29104126488052,3.29104126488052,0.0
54,3.293626846570992,2.706373153429008,0.0
55,3.308746487455851,2.691253512544149,0.0
56,3.0376198165632893,3.0376198165632893,0.0
57,2.5461681676196313,3.4538318323803687,0.0
58,3.167572111263743,3.167572111263743,0.0
59,2.9497760822119226,3.0502239177880774,0.0
60,3.3363202143658253,3.3363202143658253,0.0
61,2.808772682698752,3.191227317301248,0.0
62,3.3330542828843157,2.6669457171156843,0.0
63,3.072075818601344,2.927924181398656,0.0
64,2.5760200821500376,3.4239799178499624,0.0
65,2.8337868866799694,3.1662131133200306,0.0
66,2.727340812127997,2.7273408121279967,0.0
67,3.4880108965065295,3.4880108965065295,0.0
68,3.283894451378378,2.716105548621622,0.0
69,2.80711058627503,3.19288941372497,0.0
70,3.436288949455995,2.563711050544005,0.0
71,2.6540922075183238,3.3459077924816762,0.0
72,2.6945733127484193,2.6945733127484193,0.0
73,3.432149197528429,3.432149197528429,0.0
74,2.9246176347428143,3.0753823652571857,0.0
75,3.2178439500898617,2.7821560499101383,0.0
76,2.777629906074945,2.777629906074945,0.0
77,3.2602110800487303,2.7397889199512697,0.0
78,3.289364419810893,3.2893644198108927,0.0
79,3.1568184770321146,3.1568184770321146,0.0
80,2.5527350587389064,2.5527350587389064,0.0
81,2.6458456436698627,3.3541543563301373,0.0
82,2.515567083735527,2.515567083735527,0.0
83,2.8963305812912292,3.1036694187087708,0.0
84,3.0464004066652586,2.9535995933347414,0.0
85,3.469719395604826,2.530280604395174,0.0
86,2.843907216395573,2.843907216395573,0.0
87,3.0596010433081426,2.9403989566918574,0.0
88,2.518449366601981,3.481550633398019,0.0
89,2.540861772897756,2.540861772897756,0.0
